dataset	model	gen	avg_pl	ci_lower	ci_upper
chess	BTER	0	4.010471567253981	4.010471567253982	4.010471567253982
chess	BTER	1	3.698874584019228	3.696438550492351	3.7013106175461035
chess	BTER	2	3.732174697025893	3.7289759048858815	3.7353734891659056
chess	BTER	3	3.757149211504057	3.753186992968545	3.761111430039568
chess	BTER	4	3.7831806835733164	3.7789000265538295	3.7874613405928033
chess	BTER	5	3.806447312033498	3.8027253591559393	3.8101692649110577
chess	BTER	6	3.818255369395359	3.814250975001502	3.822259763789213
chess	BTER	7	3.8380474013375387	3.8337821047071072	3.8423126979679703
chess	BTER	8	3.853589041817762	3.8488442418734694	3.8583338417620547
chess	BTER	9	3.8661162896656256	3.861597799151572	3.87063478017968
chess	BTER	10	3.8898968464956463	3.885925787828852	3.89386790516244
chess	BTER	11	3.8977837075177053	3.8928086906251576	3.902758724410253
chess	BTER	12	3.9123038684125495	3.9075986042404893	3.9170091325846097
chess	BTER	13	3.930842413866542	3.9262907873548505	3.935394040378232
chess	BTER	14	3.9395895646109005	3.934013059494676	3.945166069727125
chess	BTER	15	3.952718999419369	3.9467975064006366	3.9586404924381013
chess	BTER	16	3.964204341504992	3.958640042717081	3.969768640292902
chess	BTER	17	3.9709503944028075	3.9660621947837122	3.975838594021901
chess	BTER	18	3.9820730678891465	3.9772384622835304	3.9869076734947635
chess	BTER	19	3.992551613569367	3.987400445068359	3.997702782070373
chess	BTER	20	4.000202294235526	3.9945311440735454	4.005873444397509
chess	BUGGE	0	4.0104715672539815	nan	nan
chess	BUGGE	1	11.90097855169036	11.78263333009825	12.019323773282473
chess	BUGGE	2	14.506682553790272	14.205428756033177	14.80793635154737
chess	BUGGE	3	13.885724802835862	13.651685021465168	14.11976458420657
chess	BUGGE	4	13.509635302309754	13.30800335453943	13.71126725008007
chess	BUGGE	5	13.272178290301083	13.04001421924381	13.504342361358352
chess	BUGGE	6	12.960944780467804	12.747069550628222	13.17482001030739
chess	BUGGE	7	13.05318309272006	12.801478166964516	13.304888018475603
chess	BUGGE	8	12.91274385542858	12.729972895234523	13.095514815622645
chess	BUGGE	9	12.810540218023927	12.576268960709864	13.044811475337994
chess	BUGGE	10	12.686271294341871	12.515559859701657	12.85698272898209
chess	BUGGE	11	12.641675071739236	12.435299465716174	12.848050677762298
chess	BUGGE	12	12.790513182850408	12.549839854834312	13.031186510866506
chess	BUGGE	13	12.631082722926779	12.459384998976988	12.80278044687657
chess	BUGGE	14	12.861972001655909	12.646843377960655	13.07710062535117
chess	BUGGE	15	12.682074650904353	12.491050213012093	12.873099088796623
chess	BUGGE	16	12.653486847962803	12.454186742062667	12.852786953862946
chess	BUGGE	17	12.618825234597782	12.400614548503366	12.837035920692202
chess	BUGGE	18	12.770332042460137	12.572331661358408	12.968332423561865
chess	BUGGE	19	12.68176654973385	12.489952682428422	12.873580417039273
chess	BUGGE	20	12.572694021035227	12.402011295127677	12.743376746942774
chess	CNRG	0	4.0104715672539815	nan	nan
chess	CNRG	1	3.8163849392196023	3.810510337575641	3.822259540863561
chess	CNRG	2	3.742485805268767	3.7360846165893333	3.748886993948198
chess	CNRG	3	3.7022792209792317	3.694519386309801	3.710039055648662
chess	CNRG	4	3.68036779499292	3.672344015733157	3.688391574252684
chess	CNRG	5	3.664267046952446	3.655659351829228	3.6728747420756642
chess	CNRG	6	3.654009991982531	3.645269009654893	3.662750974310169
chess	CNRG	7	3.6486822471082743	3.6401974924496456	3.657167001766901
chess	CNRG	8	3.648141515296787	3.639172610709247	3.657110419884324
chess	CNRG	9	3.6473666657008907	3.6382645264400733	3.65646880496171
chess	CNRG	10	3.65558001563173	3.6461546372269917	3.6650053940364677
chess	CNRG	11	3.657913966648913	3.646821852987326	3.669006080310502
chess	CNRG	12	3.659350058882755	3.648824839257788	3.669875278507721
chess	CNRG	13	3.662612825143693	3.6530916588227456	3.67213399146464
chess	CNRG	14	3.6679655953240147	3.658171969809595	3.677759220838436
chess	CNRG	15	3.671596279547227	3.6609587479852213	3.6822338111092323
chess	CNRG	16	3.6797958675036906	3.669006280041268	3.690585454966114
chess	CNRG	17	3.683573281588761	3.6726745563927556	3.694472006784765
chess	CNRG	18	3.691780619909843	3.6802763592365686	3.7032848805831176
chess	CNRG	19	3.6975239400017728	3.6857543901590413	3.7092934898445042
chess	CNRG	20	3.7044111283742347	3.692274412214752	3.7165478445337166
chess	Chung-Lu	0	4.0104715672539815	nan	nan
chess	Chung-Lu	1	3.3811560593033505	3.380205855153104	3.382106263453597
chess	Chung-Lu	2	3.39113540458831	3.390113976862616	3.392156832314006
chess	Chung-Lu	3	3.400373806784952	3.3994257655625564	3.401321848007349
chess	Chung-Lu	4	3.410722158001521	3.409594334179422	3.4118499818236208
chess	Chung-Lu	5	3.419200425314278	3.418215945969817	3.420184904658737
chess	Chung-Lu	6	3.4293270244383796	3.428446318199118	3.4302077306776413
chess	Chung-Lu	7	3.438258163487009	3.4372864187095167	3.4392299082645015
chess	Chung-Lu	8	3.4470863099922577	3.4461159361436966	3.4480566838408153
chess	Chung-Lu	9	3.454883421676071	3.4536206798840916	3.4561461634680506
chess	Chung-Lu	10	3.462494111048687	3.4614918107248664	3.463496411372506
chess	Chung-Lu	11	3.470760203990038	3.469801347230492	3.4717190607495834
chess	Chung-Lu	12	3.4786726295681336	3.4775375226465277	3.4798077364897386
chess	Chung-Lu	13	3.4860285492134033	3.485052689074634	3.4870044093521737
chess	Chung-Lu	14	3.494076649582168	3.4930572850350634	3.495096014129272
chess	Chung-Lu	15	3.500999617046125	3.500005703153058	3.501993530939193
chess	Chung-Lu	16	3.508193238513587	3.5071784718133956	3.50920800521378
chess	Chung-Lu	17	3.516615699803721	3.5155078630620897	3.5177235365453523
chess	Chung-Lu	18	3.52334401834784	3.5224016335207655	3.5242864031749117
chess	Chung-Lu	19	3.529774787549179	3.528697929318938	3.530851645779418
chess	Chung-Lu	20	3.5373862356216623	3.5363418863339375	3.5384305849093853
chess	Erdos-Renyi	0	4.0104715672539815	nan	nan
chess	Erdos-Renyi	1	3.5369404299433045	3.5354029018799022	3.5384779580067085
chess	Erdos-Renyi	2	3.5376390425894058	3.5356438810574837	3.539634204121326
chess	Erdos-Renyi	3	3.538423686055684	3.5361718514481293	3.5406755206632408
chess	Erdos-Renyi	4	3.539485521902019	3.5368255603314287	3.542145483472609
chess	Erdos-Renyi	5	3.5384555526652046	3.5355890739189757	3.541322031411431
chess	Erdos-Renyi	6	3.5376497063879473	3.534687799179709	3.540611613596184
chess	Erdos-Renyi	7	3.5375123351043785	3.5341071100152583	3.540917560193496
chess	Erdos-Renyi	8	3.537107550935859	3.533445996699876	3.54076910517184
chess	Erdos-Renyi	9	3.5365698525627516	3.532690109202363	3.5404495959231403
chess	Erdos-Renyi	10	3.536428891117867	3.5321985081582605	3.540659274077476
chess	Erdos-Renyi	11	3.535981091395606	3.531516044521215	3.5404461382699965
chess	Erdos-Renyi	12	3.5366731437876204	3.532138335602793	3.541207951972448
chess	Erdos-Renyi	13	3.5360530352885684	3.531418047670904	3.540688022906232
chess	Erdos-Renyi	14	3.5366368328186417	3.5317897689889475	3.541483896648337
chess	Erdos-Renyi	15	3.5371174426481997	3.5319755893132916	3.5422592959831087
chess	Erdos-Renyi	16	3.5364058367978104	3.531276928913063	3.541534744682558
chess	Erdos-Renyi	17	3.536611331056457	3.5313327263374443	3.541889935775468
chess	Erdos-Renyi	18	3.5357111441396825	3.5303887308192254	3.5410335574601395
chess	Erdos-Renyi	19	3.53662423050685	3.5309558288920266	3.5422926321216694
chess	Erdos-Renyi	20	3.5357757860096313	3.5301688240701217	3.5413827479491418
chess	GCN_AE	0	4.010471567253984	4.010471567253983	4.010471567253985
chess	GCN_AE	1	1.5416308110316268	1.5374822738656717	1.545779348197582
chess	GCN_AE	2	1.7152561061692257	1.5943573446174506	1.836154867721001
chess	GCN_AE	3	1.2499181666755275	0.9460566604557554	1.5537796728952995
chess	GCN_AE	4	1.1529432743843808	0.9090864786539404	1.396800070114821
chess	GCN_AE	5	1.0999848980887705	0.8738033447113301	1.3261664514662108
chess	GCN_AE	6	1.0	nan	nan
chess	GCN_AE	7	1.0	nan	nan
chess	GCN_AE	8	1.0	nan	nan
chess	GCN_AE	9	1.0	nan	nan
chess	GCN_AE	10	1.0	nan	nan
chess	GCN_AE	11	1.0	nan	nan
chess	GCN_AE	12	1.0	nan	nan
chess	GCN_AE	13	1.0	nan	nan
chess	GCN_AE	14	1.0	nan	nan
chess	GCN_AE	15	1.0	nan	nan
chess	GCN_AE	16	1.0	nan	nan
chess	GCN_AE	17	1.0	nan	nan
chess	GCN_AE	18	1.0	nan	nan
chess	GCN_AE	19	1.0	nan	nan
chess	GCN_AE	20	1.0	nan	nan
chess	HRG	0	4.0104715672539815	nan	nan
chess	HRG	1	3.7325506502141463	3.452107489684981	4.01299381074331
chess	HRG	2	3.7781032160770436	3.4942441745263526	4.061962257627732
chess	HRG	3	4.026940848633762	3.667051744160868	4.386829953106656
chess	HRG	4	4.456733435144599	3.9058176864905985	5.0076491837986
chess	HRG	5	4.96854409375676	4.185230022746737	5.75185816476678
chess	HRG	6	5.216799313620145	4.6053253749524075	5.828273252287881
chess	HRG	7	6.210628765898153	5.101587146860634	7.319670384935671
chess	HRG	8	6.673448470807261	5.912043389410155	7.434853552204369
chess	HRG	9	7.212822327697021	6.48757091063217	7.9380737447618746
chess	HRG	10	7.482972741401321	6.552424001632417	8.413521481170225
chess	HRG	11	7.705708932413354	6.73332040730388	8.67809745752283
chess	HRG	12	8.378991764734018	7.165379743307967	9.592603786160062
chess	HRG	13	8.166900389349719	7.038129408238273	9.295671370461172
chess	HRG	14	8.912061111007882	7.413087147944924	10.411035074070845
chess	HRG	15	8.212534779212548	6.991418348766339	9.433651209658763
chess	HRG	16	8.015600021265165	7.050203153303554	8.980996889226777
chess	HRG	17	8.128932013919242	7.157868563297715	9.099995464540765
chess	HRG	18	8.37313595742562	7.219306135967895	9.526965778883344
chess	HRG	19	8.283830284251296	7.1798588228440945	9.387801745658502
chess	HRG	20	8.377565571296232	7.218643902783807	9.536487239808654
chess	Linear_AE	0	4.010471567253983	nan	nan
chess	Linear_AE	1	1.5506642099170052	1.548666129298321	1.5526622905356888
chess	Linear_AE	2	1.4925735567852476	1.4916082152929626	1.4935388982775326
chess	Linear_AE	3	1.8098622750740825	1.5563177394730419	2.063406810675122
chess	Linear_AE	4	1.0	nan	nan
chess	Linear_AE	5	1.0	nan	nan
chess	Linear_AE	6	1.0	nan	nan
chess	Linear_AE	7	1.0	nan	nan
chess	Linear_AE	8	1.0	nan	nan
chess	Linear_AE	9	1.0	nan	nan
chess	Linear_AE	10	1.0	nan	nan
chess	Linear_AE	11	1.0	nan	nan
chess	Linear_AE	12	1.0	nan	nan
chess	Linear_AE	13	1.0	nan	nan
chess	Linear_AE	14	1.0	nan	nan
chess	Linear_AE	15	1.0	nan	nan
chess	Linear_AE	16	1.0	nan	nan
chess	Linear_AE	17	1.0	nan	nan
chess	Linear_AE	18	1.0	nan	nan
chess	Linear_AE	19	1.0	nan	nan
chess	Linear_AE	20	1.0	nan	nan
chess	NetGAN	0	4.0104715672539815	nan	nan
chess	SBM	0	4.0104715672539815	nan	nan
chess	SBM	1	3.616741571842708	3.6126159500547415	3.6208671936306738
chess	SBM	2	3.620834458828508	3.616983281164738	3.624685636492277
chess	SBM	3	3.6233987254432947	3.619135049523321	3.6276624013632683
chess	SBM	4	3.6261528766869815	3.6221862457500715	3.6301195076238897
chess	SBM	5	3.6283180104810446	3.623703240326284	3.632932780635805
chess	SBM	6	3.632572354894982	3.627241155202774	3.637903554587192
chess	SBM	7	3.6358603243376653	3.630759529817749	3.6409611188575832
chess	SBM	8	3.638563590849868	3.6328635712727424	3.644263610426993
chess	SBM	9	3.642732282222895	3.63678665693557	3.648677907510222
chess	SBM	10	3.645044251188456	3.6383389604573124	3.6517495419196018
chess	SBM	11	3.6481247983551004	3.6416041655802176	3.654645431129983
chess	SBM	12	3.6518167566457964	3.645317699203864	3.6583158140877288
chess	SBM	13	3.652897237152824	3.6466650247195203	3.6591294495861257
chess	SBM	14	3.655483635511433	3.648982746441744	3.661984524581122
chess	SBM	15	3.6605773206413277	3.6541582815877676	3.666996359694886
chess	SBM	16	3.6631971220427264	3.656222894916891	3.670171349168561
chess	SBM	17	3.664793609872299	3.6577315376729787	3.671855682071621
chess	SBM	18	3.668153490057841	3.6612447396281915	3.6750622404874873
chess	SBM	19	3.6700913723557953	3.662885800718152	3.6772969439934378
chess	SBM	20	3.6727901781195644	3.6654065817846293	3.6801737744545013
