dataset	model	gen	pgd_rgfd	ci_lower	ci_upper
chess	BTER	1	0.0003168863627672822	0.0003137845970461091	0.0003199881284884555
chess	BTER	2	0.0006082046251831457	0.0006035365514929097	0.0006128726988733819
chess	BTER	3	0.0008646623197402554	0.000859042215770669	0.0008702824237098425
chess	BTER	4	0.00110241897717925	0.0010960402285776966	0.0011087977257808034
chess	BTER	5	0.0013197427722246118	0.001313114395468796	0.0013263711489804263
chess	BTER	6	0.0015279278057796174	0.0015212645898399775	0.0015345910217192582
chess	BTER	7	0.0017215036239269772	0.001713607997488589	0.001729399250365366
chess	BTER	8	0.0019039231818456916	0.0018955979423117089	0.0019122484213796738
chess	BTER	9	0.002075631415755422	0.0020666943230021532	0.0020845685085086906
chess	BTER	10	0.002235140457711265	0.002226761503580565	0.0022435194118419653
chess	BTER	11	0.0023878791967397958	0.0023795963159037674	0.0023961620775758232
chess	BTER	12	0.002536682322232559	0.0025278837988718175	0.0025454808455933004
chess	BTER	13	0.00267553398007609	0.002666720645213167	0.002684347314939013
chess	BTER	14	0.002807199166233564	0.002797897364862634	0.0028165009676044957
chess	BTER	15	0.0029368359203591414	0.002927470371623247	0.002946201469095034
chess	BTER	16	0.0030596136474593675	0.0030502020835705425	0.0030690252113481898
chess	BTER	17	0.00317620034922401	0.003166756855519887	0.0031856438429281333
chess	BTER	18	0.003292043765268211	0.0032818107759631588	0.0033022767545732657
chess	BTER	19	0.003403477364998189	0.0033927012332129317	0.0034142534967834463
chess	BTER	20	0.0035108893515748397	0.003499710339085035	0.0035220683640646453
chess	BUGGE	1	0.02227453334470558	0.0222579128080061	0.022291153881405058
chess	BUGGE	2	0.022221986278892363	0.022204324168743635	0.022239648389041092
chess	BUGGE	3	0.02214675460468643	0.022124149926075587	0.022169359283297274
chess	BUGGE	4	0.022068331390395435	0.022035342695064596	0.022101320085726274
chess	BUGGE	5	0.02197936535994942	0.021937463929576698	0.022021266790322153
chess	BUGGE	6	0.02190480536592809	0.021854582627367454	0.021955028104488725
chess	BUGGE	7	0.02186799868868242	0.021812726993415084	0.021923270383949756
chess	BUGGE	8	0.021930530878599468	0.02190166550801269	0.021959396249186237
chess	BUGGE	9	0.021839507918996973	0.02179043843956145	0.021888577398432512
chess	BUGGE	10	0.021783974550990196	0.021726583693671087	0.02184136540830932
chess	BUGGE	11	0.02177481396267578	0.021699640175016122	0.021849987750335437
chess	BUGGE	12	0.021825510686836084	0.021769745034813045	0.02188127633885911
chess	BUGGE	13	0.021816057915381788	0.0217608911942223	0.021871224636541276
chess	BUGGE	14	0.02185471496794644	0.02180643815202123	0.02190299178387165
chess	BUGGE	15	0.021821006337117966	0.021765835604598167	0.021876177069637764
chess	BUGGE	16	0.02184969775596506	0.021796469638061214	0.021902925873868904
chess	BUGGE	17	0.0218308223145666	0.02177793517175934	0.021883709457373876
chess	BUGGE	18	0.02187252869773849	0.021822801304017564	0.021922256091459418
chess	BUGGE	19	0.02183705043016061	0.021775435816279755	0.021898665044041463
chess	BUGGE	20	0.02184702949323807	0.02177948137122958	0.021914577615246535
chess	CNRG	1	0.0015626920727322977	0.0014930716558662555	0.0016323124895983399
chess	CNRG	2	0.002630872863201783	0.0025250293326322787	0.002736716393771287
chess	CNRG	3	0.003429200069715356	0.003309715781669707	0.0035486843577610047
chess	CNRG	4	0.004019740273402243	0.003913793256551613	0.004125687290252872
chess	CNRG	5	0.004434217524137229	0.004319682067538318	0.00454875298073614
chess	CNRG	6	0.004753793528096667	0.004631145752513425	0.004876441303679909
chess	CNRG	7	0.005015672596581656	0.0048695396106360435	0.005161805582527269
chess	CNRG	8	0.00519560205388618	0.005026645377204919	0.005364558730567441
chess	CNRG	9	0.00529221271317198	0.005099007689806884	0.00548541773653707
chess	CNRG	10	0.00545832246393814	0.005268144495662404	0.00564850043221388
chess	CNRG	11	0.005527490321244772	0.005330324304440903	0.00572465633804864
chess	CNRG	12	0.00554393483872436	0.005339727263681395	0.005748142413767331
chess	CNRG	13	0.0055640341860666255	0.00537105950198031	0.005757008870152941
chess	CNRG	14	0.0055882887715816565	0.0053932930470823644	0.005783284496080947
chess	CNRG	15	0.00557189615882438	0.005370467429305016	0.005773324888343745
chess	CNRG	16	0.005657136807524725	0.005449002753987491	0.005865270861061959
chess	CNRG	17	0.005651101137540858	0.005442371054322991	0.005859831220758722
chess	CNRG	18	0.005705811425870729	0.005488078507946826	0.005923544343794631
chess	CNRG	19	0.005739383719012092	0.005506737039428567	0.005972030398595617
chess	CNRG	20	0.005814262221610722	0.005575222317695337	0.006053302125526104
chess	Chung-Lu	1	0.000285657566594482	0.0002829366494556667	0.00028837848373329734
chess	Chung-Lu	2	0.0005138717138322197	0.0005100233566391793	0.0005177200710252606
chess	Chung-Lu	3	0.0007338054770872136	0.0007292520395294951	0.0007383589146449319
chess	Chung-Lu	4	0.0009469185717394098	0.0009420313428648771	0.0009518058006139422
chess	Chung-Lu	5	0.0011577307355223304	0.0011531441495422584	0.0011623173215024023
chess	Chung-Lu	6	0.0013598756555765713	0.001354695572315607	0.0013650557388375348
chess	Chung-Lu	7	0.0015556655468563123	0.001550056580704232	0.0015612745130083939
chess	Chung-Lu	8	0.0017462056470714696	0.0017405354088713715	0.001751875885271568
chess	Chung-Lu	9	0.0019299691126798385	0.0019239491964371707	0.0019359890289225067
chess	Chung-Lu	10	0.002104724072653807	0.0020975041824009095	0.0021119439629067047
chess	Chung-Lu	11	0.0022732058121335556	0.0022652616225636493	0.0022811500017034638
chess	Chung-Lu	12	0.002439843281244248	0.002431279073833274	0.0024484074886552214
chess	Chung-Lu	13	0.0025970512825208556	0.0025886403858305738	0.002605462179211139
chess	Chung-Lu	14	0.0027514923573486922	0.002742866171550195	0.0027601185431471893
chess	Chung-Lu	15	0.0029032447374539422	0.0028948995793174376	0.002911589895590446
chess	Chung-Lu	16	0.003050664392101955	0.003042088696256753	0.003059240087947156
chess	Chung-Lu	17	0.0031936365782856985	0.003184569181122174	0.003202703975449224
chess	Chung-Lu	18	0.003331456967887564	0.0033217845392702876	0.0033411293965048402
chess	Chung-Lu	19	0.0034672001837565856	0.003457545079721379	0.003476855287791792
chess	Chung-Lu	20	0.0036009919327389373	0.003590942496862699	0.0036110413686151754
chess	Erdos-Renyi	1	0.00040452125910525773	0.00036772231585414	0.00044132020235637567
chess	Erdos-Renyi	2	0.00039539946979662115	0.0003524768924889058	0.0004383220471043364
chess	Erdos-Renyi	3	0.0003978450615045552	0.0003559423337076344	0.00043974778930147606
chess	Erdos-Renyi	4	0.0003908138524403686	0.00034157470085935165	0.0004400530040213859
chess	Erdos-Renyi	5	0.00041591033632110066	0.0003616914587831421	0.0004701292138590591
chess	Erdos-Renyi	6	0.0004255187628039572	0.0003671601990139843	0.00048387732659393014
chess	Erdos-Renyi	7	0.0004427795167078569	0.00037533957252035294	0.000510219460895361
chess	Erdos-Renyi	8	0.00046611643203328413	0.0003967156590883308	0.0005355172049782372
chess	Erdos-Renyi	9	0.0004886223290129552	0.0004163038606151044	0.000560940797410806
chess	Erdos-Renyi	10	0.0005040966761935661	0.000425128264092293	0.0005830650882948396
chess	Erdos-Renyi	11	0.0005130572513652936	0.00042636668065933355	0.0005997478220712537
chess	Erdos-Renyi	12	0.0004990394188842895	0.00041107982074520006	0.0005869990170233787
chess	Erdos-Renyi	13	0.0005104056807608347	0.00041844016441277713	0.0006023711971088923
chess	Erdos-Renyi	14	0.0005132908648560121	0.0004205784096030576	0.0006060033201089664
chess	Erdos-Renyi	15	0.0005352496553976641	0.00044333717585255374	0.0006271621349427743
chess	Erdos-Renyi	16	0.0005459492976973609	0.0004535340779298351	0.0006383645174648869
chess	Erdos-Renyi	17	0.0005472517498060055	0.00045174133327549837	0.0006427621663365128
chess	Erdos-Renyi	18	0.0005669121418938619	0.0004704928286218329	0.0006633314551658907
chess	Erdos-Renyi	19	0.0005733822116192025	0.00047351493669141597	0.0006732494865469894
chess	Erdos-Renyi	20	0.0005819360664298422	0.0004808754416573806	0.0006829966912023036
chess	GCN_AE	1	1.561748755756696	0.9729253374448993	2.150572174068493
chess	GCN_AE	2	1.5964902980188338	0.9945460243685573	2.19843457166911
chess	GCN_AE	3	1.399629056783336	0.7087113411596822	2.0905467724069897
chess	GCN_AE	4	1.3997975659459807	0.7087969671427765	2.090798164749185
chess	GCN_AE	5	1.9999515403078605	1.9999514330439692	1.999951647571751
chess	GCN_AE	6	1.3999661113841546	0.7088824114578762	2.091049811310433
chess	GCN_AE	7	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	8	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	9	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	10	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	11	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	12	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	13	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	14	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	15	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	16	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	17	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	18	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	19	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	20	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	HRG	1	0.004879993938119565	0.003698821215518649	0.00606116666072048
chess	HRG	2	0.009256915910263144	0.007557027477976794	0.010956804342549491
chess	HRG	3	0.012511444899528943	0.010954599017907497	0.014068290781150392
chess	HRG	4	0.01553490564707871	0.014224108623649702	0.016845702670507726
chess	HRG	5	0.017262648868683103	0.01619049837229111	0.018334799365075097
chess	HRG	6	0.018364367590836303	0.017597147984848724	0.019131587196823868
chess	HRG	7	0.018670691696703868	0.018013612056606898	0.01932777133680083
chess	HRG	8	0.018659560846655505	0.018016359179023004	0.019302762514288
chess	HRG	9	0.01845820718143635	0.01781116167984705	0.019105252683025657
chess	HRG	10	0.017830938265364683	0.0171087774328416	0.01855309909788777
chess	HRG	11	0.0173994677466504	0.01666692190979051	0.0181320135835103
chess	HRG	12	0.017005784926276107	0.016274090812769572	0.017737479039782643
chess	HRG	13	0.01666880926815443	0.01589832478083462	0.017439293755474237
chess	HRG	14	0.016276012282204613	0.015442541315541217	0.017109483248868008
chess	HRG	15	0.016052243659207183	0.015210686920308886	0.01689380039810548
chess	HRG	16	0.015761514572744533	0.014911128265263838	0.016611900880225235
chess	HRG	17	0.015426888327936438	0.014559381563716233	0.01629439509215665
chess	HRG	18	0.015080469844532207	0.014214115888995522	0.01594682380006891
chess	HRG	19	0.014887636748611172	0.014029823223499984	0.015745450273722362
chess	HRG	20	0.014796931431831866	0.013923780057102465	0.01567008280656127
chess	Linear_AE	1	0.8624696934699843	0.07630388325916637	1.648635503680802
chess	Linear_AE	2	1.0965823554794296	0.2969297889788943	1.896234921979965
chess	Linear_AE	3	1.1109939805620064	0.3008321112331678	1.921155849890845
chess	Linear_AE	4	1.555517904134484	0.8776328164371786	2.23340299183179
chess	Linear_AE	5	1.555517903973039	0.8776328163460901	2.233402991599988
chess	Linear_AE	6	1.555517904134484	0.8776328164371786	2.23340299183179
chess	Linear_AE	7	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	8	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	9	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	10	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	11	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	12	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	13	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	14	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	15	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	16	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	17	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	18	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	19	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	20	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	SBM	1	0.0006729622992068915	0.0006422248404444145	0.0007036997579693683
chess	SBM	2	0.0007686015933379299	0.0007309031939266239	0.0008062999927492356
chess	SBM	3	0.0008294117546355252	0.0007810958493565855	0.000877727659914465
chess	SBM	4	0.0009190557609118256	0.0008642993453422082	0.0009738121764814439
chess	SBM	5	0.0009882701784100388	0.000926641414121812	0.001049898942698265
chess	SBM	6	0.0010801191629144326	0.0010021000970362464	0.0011581382287926176
chess	SBM	7	0.0011448076060523527	0.0010634369431763142	0.001226178268928392
chess	SBM	8	0.0012153748201531264	0.0011239099218440136	0.0013068397184622382
chess	SBM	9	0.001294789590333833	0.0012014260395127798	0.0013881531411548858
chess	SBM	10	0.0013490838009447806	0.0012508281918725704	0.0014473394100169908
chess	SBM	11	0.0013998095479518414	0.0013013696473065316	0.001498249448597151
chess	SBM	12	0.0014783231634710131	0.0013824100860128153	0.0015742362409292105
chess	SBM	13	0.0015216097199284848	0.0014254279369691944	0.0016177915028877752
chess	SBM	14	0.001598560742817948	0.0014917856181038212	0.001705335867532076
chess	SBM	15	0.0016941637102336246	0.0015858718693868078	0.0018024555510804414
chess	SBM	16	0.0017721818300905177	0.0016603885495058382	0.0018839751106751966
chess	SBM	17	0.001822628507419625	0.001707161114289272	0.0019380959005499757
chess	SBM	18	0.0018776531471820664	0.0017632080375089357	0.001992098256855198
chess	SBM	19	0.0019311788983903105	0.0018099139175163448	0.002052443879264276
chess	SBM	20	0.001988954886522576	0.0018691342130544286	0.0021087755599907216
