dataset	model	gen	degree_js	ci_lower	ci_upper
tree	BTER	1	0.1479111999663728	0.10000684843622087	0.19581555149652463
tree	BTER	2	0.2285900363116669	0.1835722578761614	0.27360781474717255
tree	BTER	3	0.26892945448431393	0.23032702794457335	0.3075318810240549
tree	BTER	4	0.2756526908464218	0.2385762708963717	0.31272911079647225
tree	BTER	5	0.3159921090190688	0.2930731881129374	0.3389110299252008
tree	BTER	6	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	7	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	8	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	9	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	10	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	11	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	12	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	13	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	14	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	15	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	16	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	17	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	18	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	19	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	20	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BUGGE	1	0.33614669261845953	0.3361461217938148	0.33614726344310414
tree	BUGGE	2	0.33613627401455765	0.3361356951414067	0.3361368528877084
tree	BUGGE	3	0.33613570269582804	0.3361351902694166	0.3361362151222393
tree	BUGGE	4	0.3361355682675656	0.33613508693888317	0.33613604959624765
tree	BUGGE	5	0.33613546744800665	0.33613498083032933	0.33613595406568364
tree	BUGGE	6	0.33613536662794374	0.33613488607327474	0.33613584718261275
tree	BUGGE	7	0.336135164988826	0.33613468250106565	0.33613564747658614
tree	BUGGE	8	0.3361349969558919	0.3361345247053089	0.33613546920647475
tree	BUGGE	9	0.33613489613633296	0.33613442854053166	0.33613536373213415
tree	BUGGE	10	0.3361431300192488	0.33614255401153703	0.336143706026961
tree	BUGGE	11	0.3361412815470969	0.3361406767745706	0.3361418863196236
tree	BUGGE	12	0.3361400380437091	0.33613945947125623	0.3361406166161621
tree	BUGGE	13	0.33613919785031	0.3361385784872032	0.3361398172134167
tree	BUGGE	14	0.33613835766043887	0.3361377401849482	0.33613897513592933
tree	BUGGE	15	0.3361379207649318	0.33613729334464787	0.3361385481852152
tree	BUGGE	16	0.3361374502587048	0.33613689392771956	0.33613800658968956
tree	BUGGE	17	0.33613708058161296	0.3361365013800863	0.33613765978313914
tree	BUGGE	18	0.33613650926237915	0.3361359351500972	0.33613708337466064
tree	BUGGE	19	0.33613637483462067	0.3361358039741217	0.3361369456951193
tree	BUGGE	20	0.33613576991021127	0.3361352392783333	0.33613630054208915
tree	CNRG	1	0.0	nan	nan
tree	CNRG	2	0.0	nan	nan
tree	CNRG	3	0.0	nan	nan
tree	CNRG	4	0.0	nan	nan
tree	CNRG	5	0.0	nan	nan
tree	CNRG	6	0.0	nan	nan
tree	CNRG	7	0.0	nan	nan
tree	CNRG	8	0.0	nan	nan
tree	CNRG	9	0.0	nan	nan
tree	CNRG	10	0.0	nan	nan
tree	CNRG	11	0.0	nan	nan
tree	CNRG	12	0.0	nan	nan
tree	CNRG	13	0.0	nan	nan
tree	CNRG	14	0.0	nan	nan
tree	CNRG	15	0.0	nan	nan
tree	CNRG	16	0.0	nan	nan
tree	CNRG	17	0.0	nan	nan
tree	CNRG	18	0.0	nan	nan
tree	CNRG	19	0.0	nan	nan
tree	CNRG	20	0.0	nan	nan
tree	Chung-Lu	1	0.2151435635874512	0.16882065173976235	0.2614664754351402
tree	Chung-Lu	2	0.26220618450795713	0.22222890837809187	0.30218346063782264
tree	Chung-Lu	3	0.3159920754048198	0.2930731569366319	0.3389109938730082
tree	Chung-Lu	4	0.3294385481290355	0.3159277002185365	0.34294939603953495
tree	Chung-Lu	5	0.3294385481290355	0.3159277002185365	0.34294939603953495
tree	Chung-Lu	6	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	7	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	8	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	9	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	10	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	11	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	12	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	13	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	14	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	15	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	16	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	17	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	18	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	19	0.34552588840345566	0.32670808463845197	0.3643436921684599
tree	Chung-Lu	20	0.34552588840345566	0.32670808463845197	0.3643436921684599
tree	Erdos-Renyi	1	0.8043509361352548	0.8043501007639323	0.8043517715065772
tree	Erdos-Renyi	2	0.8043450650024196	0.804344171972509	0.8043459580323306
tree	Erdos-Renyi	3	0.8043446628722313	0.8043438300780315	0.8043454956664315
tree	Erdos-Renyi	4	0.8043446628722313	0.8043438300780315	0.8043454956664315
tree	Erdos-Renyi	5	0.8043445824471587	0.8043437385252027	0.8043454263691151
tree	Erdos-Renyi	6	0.8043445824471587	0.8043437385252027	0.8043454263691151
tree	Erdos-Renyi	7	0.8043441803217956	0.8043432917837818	0.8043450688598095
tree	Erdos-Renyi	8	0.8043440998979291	0.8043431751965308	0.8043450245993277
tree	Erdos-Renyi	9	0.804343778195226	0.8043428911598844	0.8043446652305677
tree	Erdos-Renyi	10	0.804349810151669	0.8043490440214927	0.8043505762818444
tree	Erdos-Renyi	11	0.8043488450302908	0.8043480369115571	0.8043496531490234
tree	Erdos-Renyi	12	0.8043477994850464	0.8043469747181771	0.8043486242519147
tree	Erdos-Renyi	13	0.804347316927373	0.8043464767919996	0.8043481570627454
tree	Erdos-Renyi	14	0.8043466735183479	0.8043458170495269	0.8043475299871684
tree	Erdos-Renyi	15	0.8043465126718214	0.8043455211910808	0.8043475041525616
tree	Erdos-Renyi	16	0.8043462713881595	0.804345413366264	0.8043471294100546
tree	Erdos-Renyi	17	0.8043462713905721	0.8043453533346437	0.8043471894465003
tree	Erdos-Renyi	18	0.8043456279803408	0.8043447875355872	0.8043464684250944
tree	Erdos-Renyi	19	0.8043455475564744	0.8043446581149186	0.8043464369980301
tree	Erdos-Renyi	20	0.8043449041486557	0.8043440768130884	0.804345731484223
tree	GCN_AE	1	0.9976801257216055	0.9975465354180804	0.997813716025131
tree	GCN_AE	2	0.9753482505636817	0.9622704895883969	0.9884260115389665
tree	GCN_AE	3	0.9828863982101218	0.9723493274007955	0.9934234690194477
tree	GCN_AE	4	0.99271787780919	0.9879050683263747	0.997530687292005
tree	GCN_AE	5	0.9950954263196049	0.9947491121508989	0.9954417404883109
tree	GCN_AE	6	0.9950953278957264	0.9947490006915517	0.9954416550999011
tree	GCN_AE	7	0.9950953278957264	0.9947490006915517	0.9954416550999011
tree	GCN_AE	8	0.9951343968928984	0.9947860652986753	0.9954827284871213
tree	GCN_AE	9	0.9951343968928984	0.9947860652986753	0.9954827284871213
tree	GCN_AE	10	0.9976733684971191	0.9975399531358042	0.9978067838584337
tree	GCN_AE	11	0.9976732690371043	0.9975398747687841	0.997806663305424
tree	GCN_AE	12	0.9976732690371043	0.9975398747687841	0.997806663305424
tree	GCN_AE	13	0.9976732690371043	0.9975398747687841	0.997806663305424
tree	GCN_AE	14	0.9976732690371043	0.9975398747687841	0.997806663305424
tree	GCN_AE	15	0.9954600755963595	0.9908872442738978	1.000032906918821
tree	GCN_AE	16	0.99408072872969	0.986736493327046	1.0014249641323336
tree	GCN_AE	17	0.994080629327632	0.9867363980991432	1.001424860556121
tree	GCN_AE	18	0.994080430495287	0.9867362077220203	1.0014246532685538
tree	GCN_AE	19	0.994080430495287	0.9867362077220203	1.0014246532685538
tree	GCN_AE	20	0.9951778226896212	0.9948502565008068	0.9955053888784353
tree	GraphRNN	1	0.3361543559422713	0.3361539802317181	0.33615473165282433
tree	GraphRNN	2	0.33925552744069243	0.3338274903596143	0.34468356452177046
tree	GraphRNN	3	0.3511244320042692	0.3305936433194006	0.3716552206891374
tree	GraphRNN	4	0.33223810516824126	0.3185706311105946	0.3459055792258877
tree	GraphRNN	5	0.34852385925689267	0.3293922961326618	0.36765542238112353
tree	GraphRNN	6	0.349147648124032	0.3300395389610988	0.3682557572869653
tree	GraphRNN	7	0.39805060762357813	0.34657485860358045	0.4495263566435756
tree	GraphRNN	8	0.391704733655177	0.34145592553471676	0.4419535417756371
tree	GraphRNN	9	0.4765399818311689	0.41558669741899557	0.5374932662433425
tree	GraphRNN	10	0.47355737418645	0.40277685226057974	0.5443378961123205
tree	GraphRNN	11	0.4317370594391473	0.35748903479070343	0.5059850840875915
tree	GraphRNN	12	0.481956957464363	0.4121983417597149	0.5517155731690113
tree	GraphRNN	13	0.38131018287307966	0.31875355239172676	0.44386681335443257
tree	GraphRNN	14	0.398449463817289	0.32352700354863184	0.4733719240859465
tree	GraphRNN	15	0.4924009775372409	0.43360576078949153	0.5511961942849907
tree	GraphRNN	16	0.36874854208270563	0.32159561012159904	0.4159014740438122
tree	GraphRNN	17	0.4053012333413055	0.34088190282028363	0.4697205638623271
tree	GraphRNN	18	0.4354422405540575	0.37112905040276756	0.49975543070534756
tree	GraphRNN	19	0.44336351942059204	0.37964668697549486	0.5070803518656893
tree	GraphRNN	20	0.4681634795294435	0.3987712458296745	0.5375557132292129
tree	Kronecker	1	0.3360903483100237	0.33599703363514255	0.3361836629849049
tree	Kronecker	2	0.3342852794853867	0.33421224015075546	0.3343583188200179
tree	Kronecker	3	0.3341962354449781	0.33412294553620836	0.33426952535374765
tree	Kronecker	4	0.33412090490428015	0.3340499970006917	0.3341918128078687
tree	Kronecker	5	0.47553665044069876	0.4103574801700979	0.5407158207112993
tree	Kronecker	6	0.8488878407002832	0.7991787109805818	0.8985969704199844
tree	Kronecker	7	0.9897413416101024	0.9849595377953112	0.9945231454248934
tree	Kronecker	8	0.9914490568647968	0.9913133790030932	0.9915847347265003
tree	Kronecker	9	0.9907859639924257	0.9907019551611342	0.9908699728237174
tree	Kronecker	10	0.9964873011274377	0.9962723866752069	0.9967022155796678
tree	Kronecker	11	0.9946828882845966	0.9944861739262487	0.9948796026429447
tree	Kronecker	12	0.9943222072020766	0.9940995534262691	0.994544860977884
tree	Kronecker	13	0.9942301839883902	0.9940040840101588	0.9944562839666217
tree	Kronecker	14	0.9941845676481051	0.9939576773559796	0.9944114579402307
tree	Kronecker	15	0.9942808688458364	0.994049719316382	0.9945120183752914
tree	Kronecker	16	0.9942509005703409	0.9940284918638315	0.9944733092768502
tree	Kronecker	17	0.9942353916963341	0.9940095325352787	0.9944612508573896
tree	Kronecker	18	0.9942169757610035	0.993994558462948	0.9944393930590586
tree	Kronecker	19	0.994203395569087	0.9939823659503143	0.9944244251878597
tree	Kronecker	20	0.9939993432700552	0.9937778311769557	0.9942208553631543
tree	Linear_AE	1	0.9988228046349411	0.9988135784852117	0.9988320307846705
tree	Linear_AE	2	0.9987305952218296	0.9987177291894651	0.9987434612541932
tree	Linear_AE	3	0.9987049813208739	0.9986897036264571	0.9987202590152905
tree	Linear_AE	4	0.9986952150698126	0.9986784477320577	0.9987119824075669
tree	Linear_AE	5	0.9986892362317881	0.9986710701709905	0.9987074022925849
tree	Linear_AE	6	0.9986865457259086	0.9986678777358631	0.9987052137159538
tree	Linear_AE	7	0.9986842539388738	0.9986650138764941	0.9987034940012529
tree	Linear_AE	8	0.9986865461046495	0.9986673297455025	0.9987057624637959
tree	Linear_AE	9	0.998685649253405	0.9986663027014202	0.9987049958053893
tree	Linear_AE	10	0.9988014710433225	0.9987879291196226	0.9988150129670222
tree	Linear_AE	11	0.998796786297005	0.9987815677963077	0.9988120047977023
tree	Linear_AE	12	0.9987951915228983	0.9987794114277802	0.9988109716180162
tree	Linear_AE	13	0.9987940949034191	0.9987783123527989	0.9988098774540388
tree	Linear_AE	14	0.9987929984794397	0.9987768834076891	0.9988091135511896
tree	Linear_AE	15	0.9988100618973736	0.9987766496779319	0.9988434741168145
tree	Linear_AE	16	0.9988100618973736	0.9987766496779319	0.9988434741168145
tree	Linear_AE	17	0.9988099622154146	0.9987765373085653	0.9988433871222635
tree	Linear_AE	18	0.9988098625483772	0.9987764127446825	0.9988433123520712
tree	Linear_AE	19	0.9988097628514933	0.9987763126632084	0.9988432130397776
tree	Linear_AE	20	0.9987288011823249	0.9987157634578412	0.9987418389068079
tree	SBM	1	0.8043404003566494	0.8043395061490203	0.804341294564279
tree	SBM	2	0.8043374246868599	0.804336307599928	0.8043385417737922
tree	SBM	3	0.8043365400315666	0.8043354241404794	0.8043376559226538
tree	SBM	4	0.8043360574956053	0.8043349021752499	0.8043372128159609
tree	SBM	5	0.8043357358037582	0.8043345869609194	0.8043368846465969
tree	SBM	6	0.8043354945369837	0.8043343152425371	0.8043366738314304
tree	SBM	7	0.8043351728499613	0.8043339241797048	0.8043364215202177
tree	SBM	8	0.8043351728523738	0.8043338822002317	0.8043364635045158
tree	SBM	9	0.8043349315855991	0.8043336222772681	0.8043362408939301
tree	SBM	10	0.8043397569657182	0.8043388117547328	0.804340702176704
tree	SBM	11	0.804339676543058	0.8043386999882278	0.8043406530978883
tree	SBM	12	0.8043395156953251	0.8043385336980363	0.8043404976926142
tree	SBM	13	0.8043392744273443	0.8043382103645983	0.8043403384900906
tree	SBM	14	0.8043391940058902	0.8043380807352246	0.8043403072765564
tree	SBM	15	0.804339515717037	0.8043381286864856	0.8043409027475888
tree	SBM	16	0.8043394352883455	0.8043381259604137	0.8043407446162776
tree	SBM	17	0.8043393548668913	0.8043380044543386	0.8043407052794448
tree	SBM	18	0.8043393548668913	0.8043380044543386	0.8043407052794448
tree	SBM	19	0.8043391940143336	0.8043379241686097	0.8043404638600578
tree	SBM	20	0.8043374246868599	0.804336307599928	0.8043385417737922
