dataset	model	gen	portrait_js	ci_lower	ci_upper
tree	BTER	1	0.910232101748783	0.9088560327702507	0.9116081707273155
tree	BTER	2	0.9112037307376791	0.9098100288415188	0.9125974326338396
tree	BTER	3	0.9098436665231011	0.9085715209702763	0.9111158120759266
tree	BTER	4	0.9115074718100123	0.9104146685741744	0.9126002750458505
tree	BTER	5	0.9124472370219149	0.9110720363709921	0.9138224376728372
tree	BTER	6	0.911750941354495	0.9106219934065696	0.9128798893024201
tree	BTER	7	0.91225902461871	0.9112599629742615	0.9132580862631587
tree	BTER	8	0.9124911223701844	0.9112460297057947	0.9137362150345738
tree	BTER	9	0.9134836420801382	0.9124684882475447	0.9144987959127315
tree	BTER	10	0.9133708757986269	0.9121123858842146	0.9146293657130384
tree	BTER	11	0.9144217287025104	0.913492165373714	0.9153512920313065
tree	BTER	12	0.9142780813723749	0.913114972083888	0.9154411906608624
tree	BTER	13	0.9133326239889619	0.9122089514006981	0.9144562965772256
tree	BTER	14	0.9146346553384466	0.9134341539490778	0.9158351567278147
tree	BTER	15	0.9153568194403374	0.9143571985452831	0.9163564403353918
tree	BTER	16	0.9150612499364063	0.9141144839624706	0.9160080159103419
tree	BTER	17	0.9158519305578297	0.9146804037785627	0.9170234573370963
tree	BTER	18	0.9151671385627944	0.9141949252108074	0.9161393519147815
tree	BTER	19	0.914518714698998	0.9135209341633699	0.9155164952346264
tree	BTER	20	0.9155271933496756	0.914469816015463	0.9165845706838882
tree	BUGGE	1	0.9296292806179481	0.9276766904147631	0.931581870821133
tree	BUGGE	2	0.9307481660396307	0.9289423644378024	0.9325539676414593
tree	BUGGE	3	0.932047763431671	0.930616502389537	0.9334790244738052
tree	BUGGE	4	0.9324565351076299	0.9309974003595893	0.9339156698556716
tree	BUGGE	5	0.9314271404421767	0.9297295337145082	0.933124747169845
tree	BUGGE	6	0.9316087148047951	0.9299818522834127	0.9332355773261782
tree	BUGGE	7	0.9301513270395094	0.9283945438084822	0.9319081102705371
tree	BUGGE	8	0.9314257929179837	0.9297318889900519	0.9331196968459159
tree	BUGGE	9	0.9306355262342656	0.9287634597211483	0.9325075927473823
tree	BUGGE	10	0.9322471246906203	0.9305586019042813	0.9339356474769593
tree	BUGGE	11	0.932523852240052	0.9309196320297773	0.9341280724503266
tree	BUGGE	12	0.9309842585020841	0.9293526186487474	0.9326158983554206
tree	BUGGE	13	0.9305652076714219	0.9290373236605773	0.9320930916822667
tree	BUGGE	14	0.9294676282356378	0.9276776743146466	0.9312575821566289
tree	BUGGE	15	0.9307405431859118	0.9288788286319226	0.932602257739901
tree	BUGGE	16	0.9326957250001446	0.9312978410526579	0.9340936089476314
tree	BUGGE	17	0.9314421755760831	0.9295137338114109	0.933370617340756
tree	BUGGE	18	0.9309468188146591	0.9293665108995154	0.9325271267298033
tree	BUGGE	19	0.9299147802208724	0.9284075849210706	0.9314219755206746
tree	BUGGE	20	0.9299311671553155	0.9282547344214558	0.9316075998891755
tree	CNRG	1	0.9294986429862344	0.9278186564395012	0.9311786295329676
tree	CNRG	2	0.9337748650714919	0.9323191809199164	0.9352305492230671
tree	CNRG	3	0.9354313672467613	0.933875430354012	0.9369873041395109
tree	CNRG	4	0.9373781192855895	0.9360109639788747	0.9387452745923042
tree	CNRG	5	0.9387541147440635	0.9376332075599673	0.9398750219281596
tree	CNRG	6	0.9407784385415503	0.9394866598781387	0.9420702172049619
tree	CNRG	7	0.9425254734540287	0.9412994650676636	0.9437514818403945
tree	CNRG	8	0.9431224387120435	0.9417627529434902	0.9444821244805963
tree	CNRG	9	0.94437444483121	0.9431735220795353	0.945575367582885
tree	CNRG	10	0.9446314284028736	0.9431517455549183	0.9461111112508287
tree	CNRG	11	0.9451483933034767	0.9436252551814104	0.946671531425543
tree	CNRG	12	0.9463701793347368	0.9450509838673499	0.947689374802123
tree	CNRG	13	0.9466761051826582	0.9453574500372278	0.9479947603280888
tree	CNRG	14	0.948069433810984	0.9468480679254011	0.9492907996965673
tree	CNRG	15	0.9473556882359138	0.9460639779866508	0.9486473984851768
tree	CNRG	16	0.947614409280019	0.9462953320692342	0.9489334864908039
tree	CNRG	17	0.9478959808093144	0.9466931711125354	0.9490987905060929
tree	CNRG	18	0.9489670321129806	0.9477887175227884	0.9501453467031722
tree	CNRG	19	0.949259208073567	0.9479025421510733	0.9506158739960607
tree	CNRG	20	0.9491437103993207	0.9477811845811495	0.9505062362174923
tree	Chung-Lu	1	0.9104387101518685	0.9094420786013083	0.9114353417024293
tree	Chung-Lu	2	0.9093749867702212	0.9082215078005027	0.9105284657399397
tree	Chung-Lu	3	0.9099494338026706	0.9088829352407645	0.9110159323645765
tree	Chung-Lu	4	0.9097778345561122	0.9086215622043207	0.9109341069079043
tree	Chung-Lu	5	0.9094918257869338	0.9081779438844746	0.9108057076893927
tree	Chung-Lu	6	0.9097118098281493	0.9085090296729943	0.910914589983304
tree	Chung-Lu	7	0.909511249966762	0.9083618982709243	0.9106606016625998
tree	Chung-Lu	8	0.9096254023340614	0.9085005601888173	0.9107502444793053
tree	Chung-Lu	9	0.9102315488748967	0.9089738940475975	0.9114892037021964
tree	Chung-Lu	10	0.9093318373134335	0.9081558295442622	0.9105078450826054
tree	Chung-Lu	11	0.9106523071825091	0.9094764152360701	0.9118281991289474
tree	Chung-Lu	12	0.910289119943654	0.9090859363791056	0.9114923035082027
tree	Chung-Lu	13	0.9113405488856456	0.9102723608233915	0.9124087369478996
tree	Chung-Lu	14	0.9112817608252262	0.910198675262758	0.9123648463876941
tree	Chung-Lu	15	0.9098384055175441	0.908531360735336	0.9111454502997516
tree	Chung-Lu	16	0.9114855901023876	0.9103576914084437	0.9126134887963315
tree	Chung-Lu	17	0.910300642359031	0.9091047802642416	0.9114965044538206
tree	Chung-Lu	18	0.9107431635711463	0.9095247286668182	0.9119615984754736
tree	Chung-Lu	19	0.9127553569131085	0.9116167042169482	0.9138940096092688
tree	Chung-Lu	20	0.9118053158253226	0.9107767102451039	0.912833921405541
tree	Erdos-Renyi	1	0.9032160383423091	0.901564520555832	0.9048675561287858
tree	Erdos-Renyi	2	0.9036958562524707	0.9021158378869585	0.9052758746179834
tree	Erdos-Renyi	3	0.9038014007453244	0.9023712384994337	0.9052315629912159
tree	Erdos-Renyi	4	0.9045261142937564	0.9032488067871397	0.9058034218003733
tree	Erdos-Renyi	5	0.9040662672719969	0.9024357376171828	0.905696796926811
tree	Erdos-Renyi	6	0.903170331936655	0.9015395754092133	0.9048010884640967
tree	Erdos-Renyi	7	0.9045397956863614	0.9030048447892297	0.9060747465834934
tree	Erdos-Renyi	8	0.9027445026315548	0.90110355280083	0.9043854524622796
tree	Erdos-Renyi	9	0.9034466645130297	0.9017779417534812	0.9051153872725779
tree	Erdos-Renyi	10	0.9049962838390551	0.90336235749946	0.9066302101786501
tree	Erdos-Renyi	11	0.9042254534874204	0.9025461508423707	0.9059047561324698
tree	Erdos-Renyi	12	0.9033770340556607	0.9015402527515577	0.9052138153597638
tree	Erdos-Renyi	13	0.903758064190399	0.9017189911979182	0.9057971371828797
tree	Erdos-Renyi	14	0.9038990414152811	0.9016321788124209	0.9061659040181407
tree	Erdos-Renyi	15	0.9028704722759858	0.9005827012163563	0.9051582433356153
tree	Erdos-Renyi	16	0.9035396574039416	0.9013668599653333	0.905712454842549
tree	Erdos-Renyi	17	0.9025780663335696	0.9004176776193008	0.9047384550478385
tree	Erdos-Renyi	18	0.9033373773859084	0.9014026993024139	0.9052720554694028
tree	Erdos-Renyi	19	0.9029845082961198	0.9009800679363604	0.9049889486558791
tree	Erdos-Renyi	20	0.9014692906339543	0.8992454539665901	0.9036931273013186
tree	GCN_AE	1	0.9996602524214541	0.9996597915588125	0.9996607132840954
tree	GCN_AE	2	0.9996017607764817	0.999577751597066	0.9996257699558978
tree	GCN_AE	3	0.9996226725258803	0.9996049590583782	0.9996403859933822
tree	GCN_AE	4	0.9995509077808535	0.9995110663705727	0.9995907491911337
tree	GCN_AE	5	0.9995542592464407	0.9995261615604641	0.9995823569324168
tree	GCN_AE	6	0.9995612014761918	0.9995466669006366	0.9995757360517471
tree	GCN_AE	7	0.9995607558373182	0.9995475698175726	0.9995739418570637
tree	GCN_AE	8	0.999560787073119	0.9995476060999878	0.9995739680462502
tree	GCN_AE	9	0.9995585384758177	0.9995459709033518	0.9995711060482835
tree	GCN_AE	10	0.9995560490086233	0.999544166096251	0.9995679319209956
tree	GCN_AE	11	0.9995540672783831	0.9995412472642884	0.9995668872924779
tree	GCN_AE	12	0.9995540871876103	0.9995429889529908	0.9995651854222298
tree	GCN_AE	13	0.9995561102792844	0.9995442024836686	0.9995680180749001
tree	GCN_AE	14	0.9995536564382281	0.9995425457106258	0.9995647671658304
tree	GCN_AE	15	0.9995536564382281	0.9995425457106258	0.9995647671658304
tree	GCN_AE	16	0.9995536564382281	0.9995425457106258	0.9995647671658304
tree	GCN_AE	17	0.9995536564382281	0.9995425457106258	0.9995647671658304
tree	GCN_AE	18	0.9995536563557788	0.9995425456931343	0.9995647670184232
tree	GCN_AE	19	0.9995536564382281	0.9995425457106258	0.9995647671658304
tree	GCN_AE	20	0.9995536564382281	0.9995425457106258	0.9995647671658304
tree	GraphRNN	1	0.9003310942334056	0.8987409527713943	0.9019212356954172
tree	GraphRNN	2	0.9774045957323001	0.973547483045958	0.9812617084186422
tree	GraphRNN	3	0.9959232345884607	0.9954440296815398	0.9964024394953807
tree	GraphRNN	4	0.9957134531706275	0.9951676392806884	0.9962592670605662
tree	GraphRNN	5	0.9963574931775244	0.9960884903735557	0.9966264959814922
tree	GraphRNN	6	0.995511135372225	0.9951295368874984	0.9958927338569512
tree	GraphRNN	7	0.9956695476968339	0.9951716755274853	0.9961674198661823
tree	GraphRNN	8	0.9950769202812417	0.9945911354743069	0.9955627050881768
tree	GraphRNN	9	0.9958998541040469	0.9955539517300843	0.99624575647801
tree	GraphRNN	10	0.9955728155866299	0.9952270466681639	0.9959185845050957
tree	GraphRNN	11	0.9954456497335714	0.9950482997054729	0.9958429997616692
tree	GraphRNN	12	0.9956385642982889	0.9953239371945289	0.9959531914020491
tree	GraphRNN	13	0.9955020267508911	0.995090028438091	0.9959140250636911
tree	GraphRNN	14	0.9953729112206734	0.994920132176319	0.9958256902650273
tree	GraphRNN	15	0.9957009980000266	0.9952142876091219	0.9961877083909312
tree	GraphRNN	16	0.9950770646258689	0.9945860647353454	0.9955680645163923
tree	GraphRNN	17	0.9954338951418891	0.9949332994712741	0.9959344908125036
tree	GraphRNN	18	0.9958123324777943	0.9954709004437335	0.9961537645118549
tree	GraphRNN	19	0.9958806045277768	0.9955677798920128	0.9961934291635408
tree	GraphRNN	20	0.9958806352564332	0.9955266515457114	0.996234618967155
tree	Kronecker	1	0.9563582746380859	0.9543446473043206	0.9583719019718512
tree	Kronecker	2	0.9860100021873446	0.9851908612581335	0.9868291431165557
tree	Kronecker	3	0.993897456621915	0.993454879538289	0.9943400337055414
tree	Kronecker	4	0.9953116106143025	0.9951784884952863	0.9954447327333187
tree	Kronecker	5	0.9986652732579878	0.9984428402303953	0.9988877062855812
tree	Kronecker	6	0.9978694346937167	0.9977441435390322	0.9979947258484019
tree	Kronecker	7	0.9982015445557444	0.9979982035286756	0.9984048855828138
tree	Kronecker	8	0.9995666016406197	0.9995496637112697	0.9995835395699704
tree	Kronecker	9	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	10	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	11	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	12	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	13	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	14	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	15	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	16	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	17	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	18	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	19	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Kronecker	20	0.9995965086996962	0.9995965086996964	0.9995965086996964
tree	Linear_AE	1	0.9996615905245342	0.9996615905245346	0.9996615905245346
tree	Linear_AE	2	0.9996615905245342	0.9996615905245345	0.9996615905245347
tree	Linear_AE	3	0.9996615905245342	0.9996615905245346	0.9996615905245346
tree	Linear_AE	4	0.9996615670073008	0.9996615197476515	0.999661614266951
tree	Linear_AE	5	0.9996606702570974	0.9996595110428631	0.9996618294713325
tree	Linear_AE	6	0.9996499339823282	0.9996400459515792	0.9996598220130785
tree	Linear_AE	7	0.9996053371768686	0.9995708123641239	0.9996398619896137
tree	Linear_AE	8	0.9995246777980595	0.9994571619928463	0.9995921936032726
tree	Linear_AE	9	0.9992901213167038	0.999178354837448	0.9994018877959592
tree	Linear_AE	10	0.9989449005595114	0.9988356413819718	0.9990541597370505
tree	Linear_AE	11	0.9987621031619135	0.9986797795038542	0.9988444268199725
tree	Linear_AE	12	0.9986502572726417	0.9985721224736468	0.9987283920716372
tree	Linear_AE	13	0.9987086189470061	0.9986052674326397	0.9988119704613722
tree	Linear_AE	14	0.9987683696804632	0.9986545477864386	0.9988821915744874
tree	Linear_AE	15	0.9989137735487776	0.9987968399345492	0.9990307071630057
tree	Linear_AE	16	0.9989845510125483	0.9988709994361819	0.9990981025889153
tree	Linear_AE	17	0.999075562862947	0.9989725516967839	0.99917857402911
tree	Linear_AE	18	0.9991176036640758	0.9990142895077699	0.9992209178203811
tree	Linear_AE	19	0.999134376556315	0.9990252075788906	0.9992435455337387
tree	Linear_AE	20	0.9991718890433112	0.9990727298764526	0.9992710482101697
tree	SBM	1	0.9180643301660198	0.9160837581544272	0.9200449021776125
tree	SBM	2	0.913312244753044	0.9103700082943756	0.9162544812117116
tree	SBM	3	0.9128334535983786	0.9091843859129893	0.9164825212837675
tree	SBM	4	0.9115747706085955	0.9080195212843816	0.9151300199328087
tree	SBM	5	0.9104851103845365	0.9068824141736475	0.9140878065954251
tree	SBM	6	0.9094044385977333	0.9062039573844366	0.9126049198110296
tree	SBM	7	0.9091339437927078	0.9055511812358336	0.9127167063495815
tree	SBM	8	0.9086104765579393	0.9050745529708241	0.9121464001450544
tree	SBM	9	0.9090707394060916	0.9056857737398856	0.9124557050722981
tree	SBM	10	0.9060918613114286	0.9032203518069011	0.9089633708159561
tree	SBM	11	0.905799853084368	0.9029312088648996	0.9086684973038363
tree	SBM	12	0.9075520042803202	0.9046840024093783	0.910420006151262
tree	SBM	13	0.9063055733653294	0.903291744754029	0.9093194019766297
tree	SBM	14	0.9065779661900784	0.9036031743596172	0.9095527580205395
tree	SBM	15	0.905679541463104	0.9027032221964316	0.9086558607297764
tree	SBM	16	0.9055713850473586	0.9023668807103626	0.9087758893843543
tree	SBM	17	0.9048264309307928	0.9016454808616781	0.9080073809999072
tree	SBM	18	0.9050428261923016	0.9017724307478298	0.908313221636773
tree	SBM	19	0.9042658858750695	0.9012553619378506	0.9072764098122877
tree	SBM	20	0.9047809337913273	0.9016940800333192	0.9078677875493345
